scenario_id,scenario,section,purpose,order,id,legacy_ids,pos,gender,pt,en,zh_hans,zh_hant,example_pt,example_en,example_zh_hans,example_zh_hant,note
aima,AIMA,dialogo,,189,dialogo-aima-e-preciso-de-prova-de-residencia-legal-de-cinco-anos,,,,E preciso de prova de residência legal de cinco anos?,And do I need proof of five years' legal residence?,还需要五年合法居留证明吗？,還需要五年合法居留證明嗎？,,,,,
aima,AIMA,dialogo,,190,dialogo-aima-sim-contam-os-anos-com-autorizacao-de-residencia-valid,,,,"Sim, contam os anos com autorização de residência válida.","Yes, years with a valid residence permit count.",是的，持有效居留許可的年份都计算在内。,是的，持有效居留許可的年份都計算在內。,,,,,
aima,AIMA,cartao,,29,cartao-aima-tenho-marcacao-as-hora-em-nome-de-nome,,,,"Tenho marcação às [hora], em nome de [nome].","I have an appointment at [time], under the name [name].",我有[时间]的预约，名字是[姓名]。,我有[時間]的預約，名字是[姓名]。,,,,,
aima,AIMA,cartao,,30,cartao-aima-venho-renovar-a-autorizacao-de-residencia,,,,Venho renovar a autorização de residência.,I'm here to renew my residence permit.,我來续居留許可。,我來續居留許可。,,,,,
aima,AIMA,cartao,,31,cartao-aima-trago-passaporte-titulo-comprovativo-de-morada-e-recib,,,,"Trago passaporte, título, comprovativo de morada e recibos.","I have my passport, residence card, proof of address and payslips.",我带了护照、居留证、住址证明和工资单。,我帶了護照、居留證、住址證明和工資單。,,,,,
aima,AIMA,cartao,,32,cartao-aima-autorizo-a-consulta-do-registo-criminal,,,,Autorizo a consulta do registo criminal.,I authorise the criminal record check.,我授权查询无犯罪记录。,我授權查詢無犯罪記錄。,,,,,
aima,AIMA,cartao,,33,cartao-aima-o-meu-processo-esta-pendente-este-e-o-comprovativo,,,,O meu processo está pendente — este é o comprovativo.,My case is pending — here's the proof.,我的申请还在处理中——这是憑证。,我的申請還在處理中——這是憑證。,,,,,
aima,AIMA,cartao,,34,cartao-aima-podem-confirmar-a-minha-morada-no-sistema,,,,Podem confirmar a minha morada no sistema?,Can you confirm my address in the system?,可以确认一下系统里我的地址吗？,可以確認一下系統裡我的地址嗎？,,,,,
aima,AIMA,cartao,,116,cartao-aima-qual-e-o-estado-do-meu-processo-numero,,,,Qual é o estado do meu processo? Número: […],What's my case status? Number: […],我的案件状态如何？編号：……,我的案件狀態如何？編號：……,,,,,
aima,AIMA,cartao,,117,cartao-aima-recebi-esta-notificacao-o-que-devo-fazer,,,,Recebi esta notificação — o que devo fazer?,I received this notification — what should I do?,我收到这份通知——该怎么办？,我收到這份通知——該怎麼辦？,,,,,
aima,AIMA,cartao,,118,cartao-aima-os-documentos-estao-apostilados-e-traduzidos,,,,Os documentos estão apostilados e traduzidos.,The documents are apostilled and translated.,文件已做海牙认证并翻译。,文件已做海牙認證並翻譯。,,,,,
aima,AIMA,cartao,,119,cartao-aima-posso-carregar-o-documento-no-portal,,,,Posso carregar o documento no portal?,Can I upload the document on the portal?,可以在网站上上传文件吗？,可以在網站上上傳文件嗎？,,,,,
aima,AIMA,cartao,,120,cartao-aima-quero-atualizar-a-morada-no-processo,,,,Quero atualizar a morada no processo.,I want to update the address on my case.,我想更新案件中的地址。,我想更新案件中的地址。,,,,,
aima,AIMA,cartao,useful situation example,392,cartao-aima-onde-posso-encontrar-informacoes-sobre-a-declaracao-da-entidade-patronal,,,,Onde posso encontrar informações sobre a declaração da entidade patronal?,Where can I find information about employer's declaration?,我可以在哪里查到有关雇主声明的信息？,我可以在哪裡查到有關僱主聲明的資訊？,,,,,
aima,AIMA,cartao,useful situation example,393,cartao-aima-onde-posso-encontrar-informacoes-sobre-a-prorrogacao-de-permanencia,,,,Gostaria de saber mais sobre a prorrogação de permanência.,I would like to know more about extension of stay.,我想进一步了解延期居留。,我想進一步了解延期居留。,,,,,
aima,AIMA,cartao,useful situation example,394,cartao-aima-onde-posso-encontrar-informacoes-sobre-o-portal-das-renovacoes,,,,Quem me pode orientar sobre o Portal das Renovações?,Who can advise me about the online Renewals Portal?,关于线上续期平台，谁可以给我指引？,關於線上續期平台，誰可以給我指引？,,,,,
aima,AIMA,cartao,useful situation example,395,cartao-aima-pode-dar-me-informacoes-sobre-a-recolha-de-dados-biometricos,,,,Pode dar-me informações sobre a recolha de dados biométricos?,Could you give me information about biometric data collection?,可以告诉我有关採集生物识別资料（按指紋等）的信息吗？,可以告訴我有關採集生物識別資料（按指紋等）的資訊嗎？,,,,,
aima,AIMA,cartao,useful situation example,396,cartao-aima-pode-dar-me-informacoes-sobre-a-certidao-de-nascimento,,,,Tenho uma questão relacionada com a certidão de nascimento.,I have a question related to birth certificate.,我有一个与出生证明有关的问题。,我有一個與出生證明有關的問題。,,,,,
aima,AIMA,cartao,useful situation example,397,cartao-aima-preciso-de-esclarecer-uma-duvida-sobre-o-comprovativo-de-meios-de-subsistencia,,,,Preciso de esclarecer uma dúvida sobre o comprovativo de meios de subsistência.,I have a question about proof of means of subsistence.,我需要咨询有关生活來源证明的问题。,我需要查詢有關生活來源證明的問題。,,,,,
aima,AIMA,cartao,useful situation example,398,cartao-aima-pode-dar-me-informacoes-sobre-o-numero-de-processo,,,,Consegue ajudar-me com uma dúvida sobre o número de processo?,Can you help me with a question about case number?,您能帮我解答一个有关案件編号的问题吗？,您能幫我解答一個有關案件編號的問題嗎？,,,,,
aima,AIMA,cartao,useful situation example,399,cartao-aima-pode-dar-me-informacoes-sobre-a-residencia-legal,,,,A quem posso pedir esclarecimentos sobre a residência legal?,Who can I ask for clarification about legal residence?,关于合法居留，我可以向谁咨询？,關於合法居留，我可以向誰查詢？,,,,,
aima,AIMA,cartao,useful situation example,400,cartao-aima-preciso-de-esclarecer-uma-duvida-sobre-o-registo-criminal-do-pais-de-origem,,,,Pode explicar-me melhor o que preciso de saber sobre o registo criminal do país de origem?,Could you explain what I need to know about criminal record from home country?,您能说明我需要了解原籍國无犯罪记录的哪些信息吗？,您能說明我需要了解原籍國無犯罪記錄的哪些資訊嗎？,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0705,situacao-arrendar-um-quarto-um-apartamento,,,arrendar um quarto / um apartamento,to rent a room / a flat,租一个房间／一套公寓,租一個房間／一套公寓,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0706,situacao-o-t0-t1-t2,noun,m,o T0 / T1 / T2,studio / 1-bed / 2-bed flat,开间／一房／两房公寓,開間／一房／兩房公寓,,,,,T = number of bedrooms
arrendamento,Arrendamento,vocabulario,,,az-0707,situacao-o-senhorio-a-senhoria,noun,m,o senhorio / a senhoria,landlord / landlady,房东,房東,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0708,situacao-o-inquilino-a-inquilina,noun,m,o inquilino / a inquilina,tenant,房客,房客,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0085,situacao-a-renda,noun,f,a renda,the rent,租金,租金,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0710,situacao-a-caucao,noun,f,a caução,deposit,押金,押金,,,,,Usually 1–2 months' rent
arrendamento,Arrendamento,vocabulario,,,az-0711,situacao-o-fiador,noun,m,o fiador,guarantor,担保人,擔保人,,,,,Often asked of newcomers without payslips
arrendamento,Arrendamento,vocabulario,,,az-0643,situacao-o-contrato-de-arrendamento,noun,m,o contrato de arrendamento,rental contract,租赁合同,租賃合同,,,,,Needed as proof of address everywhere
arrendamento,Arrendamento,vocabulario,,,az-0712,situacao-o-recibo-de-renda-eletronico,noun,m,o recibo de renda (eletrónico),(electronic) rent receipt,（电子）租金收据,（電子）租金收據,,,,,Ask for it — proves address and protects you
arrendamento,Arrendamento,vocabulario,,,az-0713,situacao-despesas-incluidas,,,despesas incluídas,bills included,包水电杂费,包水電雜費,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0714,situacao-mobilado-sem-mobilia,,,mobilado / sem mobília,furnished / unfurnished,带家私／不带家私,帶傢俬／不帶傢俬,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0715,situacao-o-condominio,noun,m,o condomínio,building service charge,大厦管理费,大廈管理費,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0716,situacao-rescindir-o-contrato,,,rescindir o contrato,to terminate the contract,解除合同,解除合同,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0717,situacao-a-visita-ao-imovel,noun,f,a visita (ao imóvel),viewing,看房,看房,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0963,situacao-o-anuncio,noun,m,o anúncio,listing / advert,租房广告,租房廣告,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0261,situacao-a-imobiliaria,noun,f,a imobiliária,real estate agency,房产中介公司,房產中介公司,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0965,situacao-o-agente-imobiliario,noun,m,o agente imobiliário,real estate agent,房产中介,房產中介,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0966,situacao-o-quarto-individual-duplo,noun,m,o quarto individual / duplo,single / double room,单人房／双人房,單人房／雙人房,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0967,situacao-o-aquecimento,noun,m,o aquecimento,heating,暖气,暖氣,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0968,situacao-o-esquentador,noun,m,o esquentador,gas water heater,燃气热水器,燃氣熱水器,,,,,Very common in PT flats; learn this word
arrendamento,Arrendamento,vocabulario,,,az-0969,situacao-a-caldeira,noun,f,a caldeira,boiler,锅炉,鍋爐,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0970,situacao-o-eletrodomestico,noun,m,o eletrodoméstico,household appliance,家用电器,家用電器,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0971,situacao-a-maquina-de-lavar-roupa-loica,noun,f,a máquina de lavar roupa / loiça,washing machine / dishwasher,洗衣机／洗碗机,洗衣機／洗碗機,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0972,situacao-avariado-a,,,avariado/a,broken / out of order,坏了／故障,壞了／故障,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0973,situacao-a-reparacao-o-arranjo,noun,f,a reparação / o arranjo,repair,维修,維修,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0974,situacao-a-humidade,noun,f,a humidade,damp,潮湿,潮濕,,,,,Chronic issue in Portuguese housing
arrendamento,Arrendamento,vocabulario,,,az-0975,situacao-o-bolor-o-mofo,noun,m,o bolor / o mofo,mould,霉菌,霉菌,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0976,situacao-a-renda-em-atraso,noun,f,a renda em atraso,overdue rent,拖欠租金,拖欠租金,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0977,situacao-o-aumento-da-renda,noun,m,o aumento da renda,rent increase,租金上涨,租金上漲,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0978,situacao-a-vistoria-o-inventario,noun,f,a vistoria / o inventário,inspection / inventory,验房／物品清单,驗房／物品清單,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0979,situacao-entregar-as-chaves,,,entregar as chaves,to hand over the keys,交还钥匙,交還鑰匙,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0980,situacao-a-denuncia-do-contrato,noun,f,a denúncia do contrato,termination notice (of tenancy),解约通知,解約通知,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0981,situacao-a-devolucao-da-caucao,noun,f,a devolução da caução,return of the deposit,退还押金,退還押金,,,,,
arrendamento,Arrendamento,vocabulario,,,az-0982,situacao-o-colega-de-casa,noun,m,o colega de casa,flatmate,室友,室友,,,,,
arrendamento,Arrendamento,dialogo,,71,dialogo-arrendamento-boa-tarde-venho-ver-o-t1-anunciado-ainda-esta-disponiv,,,,"Boa tarde, venho ver o T1 anunciado. Ainda está disponível?","Good afternoon, I've come to see the advertised one-bed flat. Is it still available?",下午好，我來看广告上的一房公寓。还在出租吗？,下午好，我來看廣告上的一房公寓。還在出租嗎？,,,,,
arrendamento,Arrendamento,dialogo,,72,dialogo-arrendamento-esta-sim-a-renda-e-de-850-euros-com-um-mes-de-caucao,,,,"Está, sim. A renda é de 850 euros, com um mês de caução.","It is. The rent is 850 euros, with one month's deposit.",还在。租金850欧元，押金一个月。,還在。租金850歐元，押金一個月。,,,,,
arrendamento,Arrendamento,dialogo,,73,dialogo-arrendamento-as-despesas-estao-incluidas,,,,As despesas estão incluídas?,Are bills included?,包水电杂费吗？,包水電雜費嗎？,,,,,
arrendamento,Arrendamento,dialogo,,74,dialogo-arrendamento-a-agua-sim-a-luz-e-a-internet-sao-a-parte,,,,A água sim; a luz e a internet são à parte.,Water yes; electricity and internet are separate.,包水费；电费和网费另算。,包水費；電費和網費另算。,,,,,
arrendamento,Arrendamento,dialogo,,75,dialogo-arrendamento-precisa-de-fiador-ainda-nao-tenho-recibos-de-venciment,,,,Precisa de fiador? Ainda não tenho recibos de vencimento cá.,Do you need a guarantor? I don't have payslips here yet.,需要担保人吗？我在这里还没有工资单。,需要擔保人嗎？我在這裡還沒有工資單。,,,,,
arrendamento,Arrendamento,dialogo,,76,dialogo-arrendamento-nesse-caso-pedia-dois-meses-de-caucao-com-contrato-e-r,,,,"Nesse caso pedia dois meses de caução, com contrato e recibos de renda.","In that case I'd ask for two months' deposit, with a contract and rent receipts.",那样的话押金要两个月，会签合同、开租金收据。,那樣的話押金要兩個月，會簽合同、開租金收據。,,,,,
arrendamento,Arrendamento,dialogo,,77,dialogo-arrendamento-combinado-quando-posso-assinar-o-contrato,,,,Combinado. Quando posso assinar o contrato?,Agreed. When can I sign the contract?,可以。什么时候可以签合同？,可以。什麼時候可以簽合同？,,,,,
arrendamento,Arrendamento,dialogo,,227,dialogo-arrendamento-boa-tarde-o-esquentador-esta-avariado-nao-temos-agua-q,,,,"Boa tarde, o esquentador está avariado. Não temos água quente.","Good afternoon, the water heater is broken. We have no hot water.",下午好，热水器坏了。我们没有热水。,下午好，熱水器壞了。我們沒有熱水。,,,,,
arrendamento,Arrendamento,dialogo,,228,dialogo-arrendamento-desde-quando,,,,Desde quando?,Since when?,从什么时候开始的？,從什麼時候開始的？,,,,,
arrendamento,Arrendamento,dialogo,,229,dialogo-arrendamento-desde-ontem-e-tambem-ha-bolor-no-quarto-na-parede-da-j,,,,"Desde ontem. E também há bolor no quarto, na parede da janela.","Since yesterday. And there's also mould in the bedroom, on the window wall.",从昨天开始。另外臥室窗边墙上还有霉菌。,從昨天開始。另外臥室窗邊牆上還有霉菌。,,,,,
arrendamento,Arrendamento,dialogo,,230,dialogo-arrendamento-vou-mandar-la-o-tecnico-esta-semana,,,,Vou mandar lá o técnico esta semana.,I'll send the technician this week.,我这周安排技師过去。,我這週安排技師過去。,,,,,
arrendamento,Arrendamento,dialogo,,231,dialogo-arrendamento-a-reparacao-e-por-conta-do-senhorio-certo,,,,"A reparação é por conta do senhorio, certo?","The repair is at the landlord's expense, right?",维修费由房东承担，对吧？,維修費由房東承擔，對吧？,,,,,
arrendamento,Arrendamento,dialogo,,232,dialogo-arrendamento-sim-avarias-do-equipamento-sao-responsabilidade-minha,,,,"Sim, avarias do equipamento são responsabilidade minha.","Yes, equipment failures are my responsibility.",对，设備故障由我负责。,對，設備故障由我負責。,,,,,
