situacao,tipo,conjunto,pt,en,zh_hant,zh_hans,notas_2026
trabalho_restauracao,cheat_sheet,,"Como deseja o bife — mal, no ponto ou bem passado?","How would you like the steak — rare, medium or well done?",牛排要幾分熟——三分、五分還是全熟？,牛排要几分熟——三分、五分还是全熟？,
trabalho_restauracao,cheat_sheet,,A meia dose chega para uma pessoa.,A half portion is enough for one person.,半份夠一個人吃。,半份够一个人吃。,
trabalho_restauracao,cheat_sheet,,Pagam junto ou em separado?,Together or separately?,一起付還是分開付？,一起付还是分开付？,
trabalho_restauracao,cheat_sheet,,Quer fatura com contribuinte?,Receipt with your tax number?,要開帶稅號的發票嗎？,要开带税号的发票吗？,
trabalho_limpezas,vocabulário,,passar a ferro,to iron,熨衣服,熨衣服,Often part of domestic cleaning jobs
trabalho_limpezas,vocabulário,,a tábua e o ferro de engomar,ironing board and iron,燙衣板和熨斗,烫衣板和熨斗,
trabalho_limpezas,vocabulário,,dobrar a roupa,to fold the laundry,疊衣服,叠衣服,
trabalho_limpezas,vocabulário,,estender a roupa,to hang out the laundry,晾衣服,晾衣服,
trabalho_limpezas,vocabulário,,a máquina de lavar / de secar,washing machine / dryer,洗衣機／烘乾機,洗衣机／烘干机,
trabalho_limpezas,vocabulário,,o detergente / o amaciador,detergent / fabric softener,洗滌劑／柔順劑,洗滌剂／柔顺剂,
trabalho_limpezas,vocabulário,,o desinfetante,disinfectant,消毒劑,消毒剂,
trabalho_limpezas,vocabulário,,o pano do pó,dust cloth,抹布,抹布,
trabalho_limpezas,vocabulário,,a esponja,sponge,海綿,海綿,
trabalho_limpezas,vocabulário,,limpar os vidros,to clean the windows,擦玻璃,擦玻璃,
trabalho_limpezas,vocabulário,,a limpeza a fundo,deep clean,深度清潔,深度清洁,Quote it higher than regular cleaning
trabalho_limpezas,vocabulário,,semanal / quinzenal,weekly / fortnightly,每週一次／每兩週一次,每周一次／每两周一次,
trabalho_limpezas,vocabulário,,a chave de casa,house key,家門鑰匙,家门钥匙,
trabalho_limpezas,vocabulário,,remarcar,to reschedule,改期,改期,
trabalho_limpezas,vocabulário,,avisar com antecedência,to give advance notice,提前通知,提前通知,
trabalho_limpezas,vocabulário,,o feriado,public holiday,公眾假期,公众假期,
trabalho_limpezas,vocabulário,,o pagamento por transferência,payment by bank transfer,轉帳付款,转账付款,
trabalho_limpezas,vocabulário,,aumentar o preço,to raise the price,漲價,涨价,
trabalho_limpezas,vocabulário,,o material de limpeza,cleaning supplies,清潔用品,清洁用品,
trabalho_limpezas,vocabulário,,a referência (de clientes),reference (from clients),客戶推薦信,客户推荐信,
trabalho_limpezas,script,diálogo 2,"Bom dia, Dona Teresa. Na sexta não posso ir — tenho consulta médica.","Good morning, Dona Teresa. I can't come on Friday — I have a medical appointment.",早上好，Teresa太太。週五我來不了——我有醫生預約。,早上好，Teresa太太。周五我來不了——我有医生预约。,
trabalho_limpezas,script,diálogo 2,Obrigada por avisar com antecedência. Pode vir no sábado?,Thanks for the advance notice. Can you come on Saturday?,謝謝提前通知。週六可以來嗎？,谢谢提前通知。周六可以來吗？,
trabalho_limpezas,script,diálogo 2,"Posso, de manhã. Às nove está bem?","I can, in the morning. Is nine okay?",可以，上午。九點行嗎？,可以，上午。九点行吗？,
trabalho_limpezas,script,diálogo 2,Perfeito. Deixo a chave no sítio do costume.,Perfect. I'll leave the key in the usual place.,好。鑰匙放在老地方。,好。钥匙放在老地方。,
trabalho_limpezas,script,diálogo 2,Combinado. Até sábado!,Agreed. See you Saturday!,說定了。週六見！,说定了。周六见！,
trabalho_limpezas,script,diálogo 3,A senhora também passa a ferro?,Do you also iron?,您也熨衣服嗎？,您也熨衣服吗？,
trabalho_limpezas,script,diálogo 3,"Passo, mas é mais uma hora de trabalho.","I do, but it's one more hour of work.",熨的，但要多算一小時工錢。,熨的，但要多算一小时工钱。,
trabalho_limpezas,script,diálogo 3,"E uma limpeza a fundo à cozinha, quanto custaria?","And a deep clean of the kitchen, how much would that cost?",廚房深度清潔要多少錢？,厨房深度清洁要多少钱？,
trabalho_limpezas,script,diálogo 3,A limpeza a fundo é ao preço de duas horas extra.,A deep clean is priced at two extra hours.,深度清潔按加兩小時計費。,深度清洁按加两小时计费。,
trabalho_limpezas,script,diálogo 3,"Está bem. E nos feriados, trabalha?",Alright. And do you work on public holidays?,好的。公眾假期您上班嗎？,好的。公众假期您上班吗？,
trabalho_limpezas,script,diálogo 3,"Só com combinação prévia, e o valor é a dobrar.","Only by prior arrangement, and the rate is double.",需要提前約定，而且工錢雙倍。,需要提前约定，而且工钱双倍。,
trabalho_limpezas,cheat_sheet,,Também passo a ferro — é mais uma hora.,I also iron — it's one more hour.,我也熨衣服——多算一小時。,我也熨衣服——多算一小时。,
trabalho_limpezas,cheat_sheet,,A limpeza a fundo custa mais.,A deep clean costs more.,深度清潔要加錢。,深度清洁要加钱。,
trabalho_limpezas,cheat_sheet,,Não posso ir na [dia] — podemos remarcar?,I can't come on [day] — can we reschedule?,[星期幾]我來不了——可以改期嗎？,[星期几]我來不了——可以改期吗？,
trabalho_limpezas,cheat_sheet,,Nos feriados o valor é a dobrar.,On public holidays the rate is double.,公眾假期工錢雙倍。,公众假期工钱双倍。,
trabalho_limpezas,cheat_sheet,,Posso dar referências de outros clientes.,I can provide references from other clients.,我可以提供其他客戶的推薦。,我可以提供其他客户的推荐。,
trabalho_construcao,vocabulário,,a ferramenta,tool,工具,工具,
trabalho_construcao,vocabulário,,o martelo,hammer,錘子,錘子,
trabalho_construcao,vocabulário,,o berbequim / a broca,drill / drill bit,電鑽／鑽頭,电钻／钻头,
trabalho_construcao,vocabulário,,a serra,saw,鋸子,锯子,
trabalho_construcao,vocabulário,,a chave de fendas,screwdriver,螺絲刀,螺絲刀,
trabalho_construcao,vocabulário,,a escada,ladder,梯子,梯子,
trabalho_construcao,vocabulário,,o ladrilho / o azulejo,floor tile / wall tile,地磚／瓷磚,地砖／瓷砖,
trabalho_construcao,vocabulário,,o pladur / o gesso,drywall / plaster,石膏板／石膏,石膏板／石膏,
trabalho_construcao,vocabulário,,a tinta / pintar,paint / to paint,油漆／刷漆,油漆／刷漆,
trabalho_construcao,vocabulário,,o rolo / o pincel,roller / brush,滾筒／刷子,滾筒／刷子,
trabalho_construcao,vocabulário,,o eletricista,electrician,電工,电工,
trabalho_construcao,vocabulário,,o canalizador,plumber,水管工,水管工,
trabalho_construcao,vocabulário,,a remodelação,renovation,翻新裝修,翻新装修,Most immigrant construction work is renovations
trabalho_construcao,vocabulário,,o entulho,rubble / construction waste,建築垃圾,建筑垃圾,
trabalho_construcao,vocabulário,,a carrinha,van,貨車（麵包車）,货车（面包车）,
trabalho_construcao,vocabulário,,descarregar o material,to unload materials,卸貨（材料）,卸货（材料）,
trabalho_construcao,vocabulário,,a fita métrica / medir,tape measure / to measure,捲尺／測量,捲尺／测量,
trabalho_construcao,vocabulário,,o nível,spirit level,水平尺,水平尺,
trabalho_construcao,vocabulário,,o orçamento,quote / estimate,報價,報价,
trabalho_construcao,vocabulário,,o seguro de acidentes de trabalho,workplace accident insurance,工傷保險,工伤保险,Employer must have it — ask
trabalho_construcao,script,diálogo 2,Hoje começamos a remodelação da casa de banho.,Today we start the bathroom renovation.,今天我們開始翻新浴室。,今天我们开始翻新浴室。,
trabalho_construcao,script,diálogo 2,Primeiro tiramos os azulejos velhos?,Do we remove the old tiles first?,先把舊瓷磚拆掉嗎？,先把旧瓷砖拆掉吗？,
trabalho_construcao,script,diálogo 2,Sim. O entulho vai para o contentor lá fora.,Yes. The rubble goes in the container outside.,對。建築垃圾放到外面的垃圾箱。,对。建筑垃圾放到外面的垃圾箱。,
trabalho_construcao,script,diálogo 2,Falta material — só temos meio saco de cimento.,We're short on materials — only half a bag of cement left.,材料不夠——水泥只剩半袋。,材料不够——水泥只剩半袋。,
trabalho_construcao,script,diálogo 2,Vou à loja com a carrinha. Precisas de mais alguma coisa?,I'll go to the shop with the van. Do you need anything else?,我開貨車去建材店。還需要別的嗎？,我开货车去建材店。还需要別的吗？,
trabalho_construcao,script,diálogo 2,Traz silicone e uma broca de seis.,Bring silicone and a size-six drill bit.,帶硅膠和一個六毫米鑽頭。,带硅胶和一个六毫米钻头。,
trabalho_construcao,script,diálogo 3,"Chefe, antes de começar: quando é o dia de pagamento?","Boss, before we start: when is payday?",老闆，開工前問一下：發工資是哪天？,老板，开工前问一下：发工资是哪天？,
trabalho_construcao,script,diálogo 3,"Ao dia 5 de cada mês, por transferência.","On the 5th of each month, by bank transfer.",每月5號，轉帳支付。,每月5号，转账支付。,
trabalho_construcao,script,diálogo 3,E temos seguro de acidentes de trabalho?,And do we have workplace accident insurance?,我們有工傷保險嗎？,我们有工伤保险吗？,
trabalho_construcao,script,diálogo 3,"Têm, está no contrato. O EPI também é fornecido.","You do, it's in the contract. PPE is provided too.",有，寫在合同裡。防護裝備也由我們提供。,有，写在合同里。防护装備也由我们提供。,
trabalho_construcao,script,diálogo 3,"Ótimo. E as horas extra, como são pagas?",Great. And how is overtime paid?,好。加班費怎麼算？,好。加班费怎么算？,
trabalho_construcao,script,diálogo 3,"Com acréscimo, conforme a lei.","With a supplement, as the law requires.",按法律規定加成支付。,按法律规定加成支付。,
trabalho_construcao,cheat_sheet,,Quando é o dia de pagamento?,When is payday?,發工資是哪天？,发工资是哪天？,
trabalho_construcao,cheat_sheet,,Temos seguro de acidentes de trabalho?,Do we have workplace accident insurance?,我們有工傷保險嗎？,我们有工伤保险吗？,
trabalho_construcao,cheat_sheet,,Falta material — vou à loja.,We're short on materials — I'll go to the shop.,材料不夠——我去建材店。,材料不够——我去建材店。,
trabalho_construcao,cheat_sheet,,Onde despejamos o entulho?,Where do we dump the rubble?,建築垃圾倒在哪裡？,建筑垃圾倒在哪里？,
trabalho_construcao,cheat_sheet,,As horas extra são pagas com acréscimo.,Overtime is paid at a higher rate.,加班費按加成支付。,加班费按加成支付。,
trabalho_entregas,vocabulário,,recolher / levantar o pedido,to pick up the order (at the restaurant),到店取單,到店取单,
trabalho_entregas,vocabulário,,o pedido ainda não está pronto,the order isn't ready yet,訂單還沒好,订单还没好,
trabalho_entregas,vocabulário,,a demora,delay / wait,等候／延誤,等候／延误,
trabalho_entregas,vocabulário,,o número do pedido,order number,訂單號,订单号,
trabalho_entregas,vocabulário,,a zona de entrega,delivery zone,配送區域,配送区域,
trabalho_entregas,vocabulário,,a taxa de entrega,delivery fee,配送費,配送费,
trabalho_entregas,vocabulário,,os ganhos,earnings,收入,收入,
trabalho_entregas,vocabulário,,o pagamento semanal,weekly payout,週結（每週結算）,周结（每周结算）,
trabalho_entregas,vocabulário,,a avaliação,rating,評分,评分,
trabalho_entregas,vocabulário,,o cliente não atende,the customer isn't answering,顧客不接電話,顾客不接电话,
trabalho_entregas,vocabulário,,cancelar a entrega,to cancel the delivery,取消配送,取消配送,
trabalho_entregas,vocabulário,,o suporte (da app),(app) support,平台客服,平台客服,
trabalho_entregas,vocabulário,,reportar um problema,to report a problem,上報問題,上報问题,
trabalho_entregas,vocabulário,,a morada errada,wrong address,地址錯誤,地址错误,
trabalho_entregas,vocabulário,,o pagamento em dinheiro / já pago,cash payment / already paid,現金支付／已在線支付,现金支付／已在线支付,
trabalho_entregas,vocabulário,,o capacete / o colete,helmet / hi-vis vest,頭盔／反光背心,头盔／反光背心,
trabalho_entregas,vocabulário,,estacionar,to park,停車,停车,
trabalho_entregas,vocabulário,,o elevador está avariado,the lift is broken,電梯壞了,电梯坏了,
trabalho_entregas,vocabulário,,a gorjeta na app,in-app tip,應用內小費,应用内小费,
trabalho_entregas,vocabulário,,a conta bloqueada,blocked account,帳號被封,账号被封,
trabalho_entregas,script,diálogo 2,"Boa noite, venho recolher o pedido 847.","Good evening, I'm here to pick up order 847.",晚上好，我來取847號訂單。,晚上好，我來取847号订单。,
trabalho_entregas,script,diálogo 2,Ainda não está pronto. Faltam dez minutos.,It's not ready yet. Ten more minutes.,還沒好。再等十分鐘。,还没好。再等十分钟。,
trabalho_entregas,script,diálogo 2,"Vou marcar a demora na app, está bem?","I'll log the delay in the app, okay?",我在應用裡標記等候，可以嗎？,我在应用里标记等候，可以吗？,
trabalho_entregas,script,diálogo 2,"Claro. Desculpa, a cozinha está cheia.","Sure. Sorry, the kitchen is slammed.",當然。抱歉，廚房太忙了。,当然。抱歉，厨房太忙了。,
trabalho_entregas,script,diálogo 2,Sem problema. Fico aqui à espera.,No problem. I'll wait here.,沒事。我在這兒等。,没事。我在这儿等。,
trabalho_entregas,script,diálogo 3,O cliente não atende e a morada parece errada.,The customer isn't answering and the address looks wrong.,顧客不接電話，地址好像也是錯的。,顾客不接电话，地址好像也是错的。,
trabalho_entregas,script,diálogo 3,Já ligaste duas vezes?,Have you called twice already?,已經打過兩次了嗎？,已经打过两次了吗？,
trabalho_entregas,script,diálogo 3,Já. Vou reportar ao suporte pela app.,Yes. I'll report it to support via the app.,打了。我通過應用上報客服。,打了。我通过应用上報客服。,
trabalho_entregas,script,diálogo 3,"Se não responderem em dez minutos, a entrega é cancelada.","If there's no answer in ten minutes, the delivery is cancelled.",如果十分鐘內沒回應，配送就取消。,如果十分钟内没回应，配送就取消。,
trabalho_entregas,script,diálogo 3,E o pagamento? Era em dinheiro.,And the payment? It was cash.,那貨款呢？這單是現金支付。,那货款呢？这单是现金支付。,
trabalho_entregas,script,diálogo 3,Segue as instruções do suporte — fica tudo registado.,Follow support's instructions — everything gets logged.,按客服的指示辦——都會有記錄。,按客服的指示办——都会有记录。,
trabalho_entregas,cheat_sheet,,Venho recolher o pedido n.º […],I'm here to pick up order no. […],我來取……號訂單。,我來取……号订单。,
trabalho_entregas,cheat_sheet,,O pedido ainda não está pronto — vou marcar a demora.,The order isn't ready — I'll log the delay.,訂單還沒好——我標記一下等候。,订单还没好——我标记一下等候。,
trabalho_entregas,cheat_sheet,,O cliente não atende — vou reportar ao suporte.,The customer isn't answering — I'll report it to support.,顧客不接電話——我上報客服。,顾客不接电话——我上報客服。,
trabalho_entregas,cheat_sheet,,A morada está errada — pode confirmar?,The address is wrong — can you confirm it?,地址不對——您能確認一下嗎？,地址不对——您能确认一下吗？,
trabalho_entregas,cheat_sheet,,É pagamento em dinheiro — tem troco?,It's a cash payment — do you have change?,現金支付——您有零錢找嗎？,现金支付——您有零钱找吗？,
